,loan_amnt,term_is_36,int_rate,grade,sub_grade,emp_length,annual_inc,purpose,addr_state,dti,inq_last_6mths,open_acc,pub_rec_bankruptcies,default
3218,35000.0,1,0.079,A,A4,2.0,95000.0,credit_card,AZ,0.1533,0.0,9.0,0,0
3219,14000.0,1,0.12689999999999999,B,B5,2.0,60000.0,major_purchase,CA,0.1398,0.0,5.0,0,0
3220,9600.0,0,0.1427,C,C2,10.0,65196.0,debt_consolidation,CA,0.0935,0.0,8.0,0,0
3221,15000.0,1,0.11710000000000001,B,B3,6.0,40000.0,other,CA,0.15539999999999998,0.0,5.0,0,0
3222,1000.0,1,0.11710000000000001,B,B3,0.0,91000.0,debt_consolidation,MD,0.134,0.0,12.0,0,0
3223,4000.0,1,0.0662,A,A2,10.0,94000.0,major_purchase,NC,0.006999999999999999,1.0,9.0,0,0
3224,20000.0,1,0.08900000000000001,A,A5,7.0,63440.0,credit_card,NJ,0.2669,2.0,10.0,0,0
3225,14000.0,1,0.079,A,A4,8.0,90000.0,home_improvement,CA,0.18280000000000002,0.0,12.0,0,0
3226,15000.0,1,0.0603,A,A1,9.0,400000.0,debt_consolidation,IL,0.028399999999999998,2.0,7.0,0,0
3227,20000.0,0,0.11710000000000001,B,B3,2.0,63239.8,debt_consolidation,MA,0.22219999999999998,0.0,9.0,0,1
3228,15000.0,1,0.0662,A,A2,4.0,31200.0,other,WI,0.0904,2.0,13.0,0,0
3230,6800.0,1,0.12689999999999999,B,B5,5.0,34600.0,medical,PA,0.18100000000000002,3.0,12.0,0,0
3232,26375.0,0,0.1942,E,E3,6.0,42000.0,debt_consolidation,GA,0.18170000000000003,0.0,7.0,0,0
3233,6400.0,1,0.11710000000000001,B,B3,5.0,80000.0,debt_consolidation,NY,0.059500000000000004,0.0,3.0,0,0
3234,10200.0,1,0.08900000000000001,A,A5,1.0,90000.0,debt_consolidation,NY,0.0548,0.0,9.0,0,0
3235,30000.0,1,0.0751,A,A3,10.0,125000.0,debt_consolidation,CA,0.1016,1.0,13.0,0,0
3237,12000.0,0,0.1727,D,D3,10.0,100000.0,car,IL,0.1246,2.0,9.0,0,0
3239,15000.0,0,0.1677,D,D2,10.0,136000.0,debt_consolidation,DE,0.1628,3.0,12.0,0,0
3240,8000.0,1,0.0751,A,A3,2.0,65000.0,debt_consolidation,FL,0.0421,0.0,10.0,0,0
3241,19000.0,0,0.09910000000000001,B,B1,10.0,80000.0,credit_card,MA,0.1521,0.0,9.0,0,0
3242,9250.0,1,0.079,A,A4,6.0,31200.0,debt_consolidation,CA,0.0754,3.0,8.0,0,0
3243,35000.0,0,0.11710000000000001,B,B3,10.0,68000.0,debt_consolidation,IL,0.2878,0.0,8.0,0,0
3244,18000.0,1,0.12689999999999999,B,B5,8.0,180396.0,major_purchase,MN,0.0621,1.0,10.0,0,0
3246,5400.0,1,0.1242,B,B4,6.0,40000.0,debt_consolidation,MO,0.22920000000000001,0.0,8.0,0,0
3247,14400.0,0,0.1527,C,C4,2.0,60000.0,debt_consolidation,WA,0.163,3.0,12.0,0,1
3249,1450.0,1,0.1242,B,B4,10.0,36000.0,debt_consolidation,CA,0.21530000000000002,0.0,7.0,1,0
3250,12000.0,0,0.1825,D,D5,3.0,24000.0,other,NY,0.0745,1.0,4.0,0,1
3251,7200.0,1,0.08900000000000001,A,A5,3.0,80000.0,credit_card,NY,0.0354,0.0,5.0,0,0
3253,12000.0,0,0.12689999999999999,B,B5,4.0,90000.0,debt_consolidation,OH,0.1535,0.0,10.0,0,0
3254,6000.0,1,0.0662,A,A2,3.0,76800.0,car,LA,0.10339999999999999,1.0,11.0,0,0
3255,8000.0,1,0.1942,E,E3,7.0,82000.0,home_improvement,VA,0.2005,0.0,13.0,0,0
3257,35000.0,1,0.08900000000000001,A,A5,5.0,70500.0,debt_consolidation,WA,0.22089999999999999,0.0,10.0,0,0
3258,8400.0,1,0.0751,A,A3,0.0,130000.0,moving,CO,0.16449999999999998,3.0,7.0,0,0
3259,11425.0,1,0.09910000000000001,B,B1,8.0,57000.0,debt_consolidation,FL,0.19469999999999998,3.0,9.0,0,0
3261,16000.0,1,0.1242,B,B4,10.0,80000.0,debt_consolidation,FL,0.2391,0.0,12.0,0,0
3262,24000.0,0,0.1427,C,C2,10.0,76320.0,debt_consolidation,VA,0.2228,0.0,4.0,0,1
3263,2700.0,1,0.11710000000000001,B,B3,4.0,40800.0,debt_consolidation,FL,0.2224,3.0,5.0,0,1
3264,20400.0,1,0.11710000000000001,B,B3,10.0,112000.0,debt_consolidation,MD,0.22460000000000002,0.0,14.0,0,0
3265,3000.0,1,0.12689999999999999,B,B5,2.0,56000.0,debt_consolidation,AZ,0.0819,0.0,6.0,1,0
3267,6000.0,1,0.1242,B,B4,2.0,30000.0,credit_card,VA,0.1168,0.0,6.0,0,0
3268,6000.0,1,0.0603,A,A1,6.0,31000.0,debt_consolidation,CA,0.1409,0.0,7.0,0,0
3269,3000.0,1,0.11710000000000001,B,B3,0.0,36000.0,other,CA,0.17670000000000002,0.0,7.0,0,0
3270,9000.0,1,0.079,A,A4,6.0,26785.0,medical,KS,0.055999999999999994,5.0,12.0,0,0
3272,5000.0,1,0.0662,A,A2,3.0,24960.0,debt_consolidation,KY,0.1726,1.0,15.0,0,0
3273,8000.0,0,0.1677,D,D2,0.0,60000.0,debt_consolidation,FL,0.2102,1.0,6.0,0,0
3274,7200.0,1,0.0603,A,A1,9.0,56000.0,medical,TX,0.012,1.0,6.0,0,0
3275,20000.0,1,0.08900000000000001,A,A5,10.0,121000.0,debt_consolidation,VA,0.12619999999999998,1.0,17.0,0,0
3276,2300.0,1,0.079,A,A4,10.0,109200.0,other,NM,0.1276,0.0,8.0,0,0
3277,14400.0,0,0.1527,C,C4,8.0,50000.0,debt_consolidation,PA,0.2314,2.0,10.0,0,0
3279,4375.0,1,0.12689999999999999,B,B5,0.0,15000.0,debt_consolidation,MN,0.15839999999999999,0.0,4.0,0,0
3280,10000.0,0,0.2167,F,F3,3.0,48529.0,credit_card,AZ,0.0462,0.0,5.0,0,0
3281,5600.0,1,0.079,A,A4,10.0,134000.0,debt_consolidation,NV,0.2447,3.0,11.0,0,0
3282,5000.0,1,0.12689999999999999,B,B5,10.0,72000.0,vacation,PA,0.0775,1.0,5.0,0,0
3283,6000.0,1,0.08900000000000001,A,A5,5.0,110000.0,debt_consolidation,NY,0.1954,0.0,13.0,0,0
3284,8000.0,1,0.11710000000000001,B,B3,8.0,55000.0,debt_consolidation,NJ,0.11630000000000001,1.0,12.0,0,0
3286,5000.0,1,0.0603,A,A1,2.0,70000.0,debt_consolidation,GA,0.1613,0.0,9.0,0,0
3287,35000.0,0,0.11710000000000001,B,B3,2.0,280000.0,major_purchase,TX,0.0787,0.0,7.0,0,0
3288,2800.0,1,0.1349,C,C1,1.0,45000.0,debt_consolidation,NY,0.1308,0.0,6.0,0,0
3289,15000.0,1,0.15960000000000002,C,C5,8.0,106000.0,house,AL,0.0432,3.0,6.0,0,0
3290,3500.0,1,0.1727,D,D3,8.0,21000.0,debt_consolidation,MN,0.2177,1.0,5.0,0,0
3291,20000.0,0,0.1242,B,B4,10.0,80000.0,debt_consolidation,RI,0.0636,2.0,9.0,0,0
3292,14000.0,1,0.09910000000000001,B,B1,10.0,90000.0,debt_consolidation,CT,0.0965,2.0,15.0,0,1
3293,11200.0,1,0.09910000000000001,B,B1,7.0,85000.0,debt_consolidation,CA,0.2687,1.0,18.0,0,0
3295,14000.0,1,0.12689999999999999,B,B5,6.0,76000.0,debt_consolidation,FL,0.0733,2.0,12.0,0,0
3296,6000.0,0,0.08900000000000001,A,A5,8.0,21624.0,other,VA,0.2375,0.0,15.0,0,1
3297,4000.0,1,0.09910000000000001,B,B1,4.0,60000.0,debt_consolidation,NJ,0.2224,0.0,8.0,0,0
3299,5000.0,1,0.0603,A,A1,2.0,120000.0,medical,NY,0.0025,0.0,9.0,0,0
3300,3500.0,1,0.0603,A,A1,6.0,75000.0,major_purchase,PA,0.2309,1.0,17.0,0,0
3301,2700.0,1,0.1349,C,C1,10.0,98450.0,other,WA,0.14550000000000002,0.0,9.0,0,0
3302,12800.0,0,0.1864,E,E1,7.0,47712.0,debt_consolidation,OR,0.168,0.0,19.0,0,1
3304,7800.0,1,0.079,A,A4,2.0,54000.0,credit_card,PA,0.0647,1.0,7.0,1,0
3305,10000.0,1,0.09910000000000001,B,B1,3.0,53500.0,credit_card,WI,0.1391,1.0,8.0,0,0
3306,5600.0,1,0.17579999999999998,D,D4,9.0,121440.0,wedding,CA,0.1159,1.0,4.0,0,0
3307,5000.0,1,0.09910000000000001,B,B1,4.0,37516.8,debt_consolidation,CA,0.17850000000000002,0.0,5.0,0,1
3309,3200.0,1,0.11710000000000001,B,B3,10.0,60000.0,other,CA,0.171,3.0,5.0,0,0
3310,12000.0,1,0.0662,A,A2,1.0,93000.0,home_improvement,TX,0.0688,0.0,6.0,0,0
3311,20000.0,1,0.11710000000000001,B,B3,10.0,172000.0,small_business,CO,0.2,0.0,20.0,0,0
3312,5000.0,1,0.0751,A,A3,4.0,24000.0,other,IL,0.2575,2.0,13.0,0,0
3313,5500.0,1,0.0603,A,A1,0.0,28800.0,medical,NY,0.23079999999999998,0.0,16.0,0,0
3314,12000.0,1,0.17579999999999998,D,D4,3.0,80000.0,debt_consolidation,MI,0.2146,3.0,23.0,0,0
3315,7000.0,1,0.08900000000000001,A,A5,0.0,75000.0,moving,NY,0.0728,2.0,17.0,0,0
3318,35000.0,0,0.2274,G,G1,10.0,106000.0,debt_consolidation,NY,0.1449,2.0,9.0,0,0
3319,30750.0,1,0.1825,D,D5,2.0,80000.0,home_improvement,CA,0.2316,3.0,10.0,0,1
3320,12000.0,0,0.08900000000000001,A,A5,4.0,118392.0,car,CA,0.0975,0.0,9.0,0,0
3321,5325.0,1,0.1427,C,C2,5.0,32000.0,debt_consolidation,AZ,0.2284,0.0,14.0,1,0
3322,6800.0,1,0.1065,B,B2,5.0,122400.0,car,WA,0.2402,0.0,16.0,0,0
3323,8400.0,0,0.15960000000000002,C,C5,4.0,35004.0,debt_consolidation,WI,0.2132,3.0,6.0,0,0
3324,13000.0,1,0.08900000000000001,A,A5,4.0,110000.0,debt_consolidation,CA,0.0827,0.0,5.0,0,0
3325,1500.0,1,0.1065,B,B2,6.0,34056.0,home_improvement,GA,0.2262,0.0,8.0,0,0
3327,16950.0,0,0.1349,C,C1,3.0,37440.0,debt_consolidation,AL,0.20800000000000002,2.0,8.0,0,1
3328,6625.0,1,0.1825,D,D5,4.0,64800.0,debt_consolidation,WA,0.2183,1.0,13.0,0,0
3329,8000.0,0,0.1991,E,E4,1.0,32712.0,debt_consolidation,OR,0.215,1.0,8.0,0,1
3330,10000.0,1,0.1242,B,B4,4.0,37000.0,debt_consolidation,NY,0.21789999999999998,0.0,9.0,0,0
3331,19000.0,0,0.12689999999999999,B,B5,5.0,38000.0,debt_consolidation,NY,0.2084,3.0,11.0,0,0
3332,5000.0,1,0.11710000000000001,B,B3,3.0,48000.0,small_business,VA,0.0088,0.0,2.0,0,0
3333,35000.0,0,0.1991,E,E4,8.0,70000.0,debt_consolidation,NY,0.2045,0.0,5.0,0,0
3334,29850.0,1,0.1825,D,D5,1.0,59700.0,debt_consolidation,VA,0.0836,1.0,10.0,0,0
3335,10675.0,1,0.0662,A,A2,6.0,75600.0,debt_consolidation,IL,0.1011,0.0,10.0,0,0
3336,6650.0,0,0.1825,D,D5,3.0,37008.0,debt_consolidation,OH,0.17120000000000002,2.0,16.0,0,0
3337,12000.0,1,0.1242,B,B4,3.0,37076.0,debt_consolidation,TX,0.1052,0.0,6.0,0,0
3338,4150.0,1,0.17579999999999998,D,D4,3.0,45000.0,debt_consolidation,TX,0.0067,1.0,3.0,0,0
3339,13650.0,1,0.1629,D,D1,2.0,57600.0,other,MI,0.1725,3.0,13.0,0,1
3340,5000.0,1,0.1465,C,C3,10.0,105000.0,house,CT,0.0336,2.0,8.0,0,0
3341,15000.0,1,0.11710000000000001,B,B3,2.0,68962.0,debt_consolidation,NY,0.17559999999999998,0.0,7.0,0,1
3342,7200.0,1,0.1065,B,B2,4.0,45000.0,credit_card,IL,0.16829999999999998,0.0,12.0,0,1
3343,24000.0,1,0.08900000000000001,A,A5,10.0,85000.0,credit_card,WA,0.13849999999999998,1.0,20.0,0,0
3344,6400.0,1,0.1065,B,B2,2.0,20000.0,major_purchase,NY,0.1164,1.0,6.0,0,0
3345,8000.0,1,0.1727,D,D3,2.0,84000.0,other,TX,0.08869999999999999,3.0,10.0,0,0
3346,10600.0,0,0.1677,D,D2,1.0,72800.0,car,CA,0.1304,2.0,7.0,0,1
3347,7000.0,1,0.1349,C,C1,2.0,40000.0,wedding,TX,0.14400000000000002,2.0,3.0,0,1
3348,7500.0,1,0.079,A,A4,2.0,35000.0,debt_consolidation,PA,0.1577,4.0,4.0,0,0
3349,6000.0,1,0.11710000000000001,B,B3,3.0,30000.0,wedding,NC,0.053200000000000004,0.0,5.0,0,0
3350,10775.0,1,0.1065,B,B2,6.0,30000.0,debt_consolidation,CA,0.1864,2.0,8.0,0,0
3351,10000.0,1,0.1527,C,C4,0.0,80000.0,other,CA,0.13,1.0,2.0,0,0
3352,2400.0,1,0.09910000000000001,B,B1,2.0,30000.0,debt_consolidation,FL,0.0404,0.0,6.0,0,0
3354,7500.0,1,0.08900000000000001,A,A5,10.0,83000.0,home_improvement,NY,0.2141,0.0,18.0,0,0
3355,30000.0,1,0.0662,A,A2,0.0,80000.0,wedding,NY,0.0837,0.0,7.0,0,0
3356,3200.0,1,0.1629,D,D1,2.0,115500.0,medical,TX,0.09820000000000001,0.0,5.0,0,0
3357,8000.0,1,0.1427,C,C2,3.0,35000.0,wedding,TX,0.1594,0.0,4.0,0,0
3358,5000.0,1,0.1825,D,D5,6.0,38000.0,other,CA,0.1582,1.0,4.0,0,1
3359,21000.0,1,0.12689999999999999,B,B5,10.0,267000.0,small_business,CO,0.08869999999999999,2.0,10.0,0,0
3360,15000.0,0,0.12689999999999999,B,B5,10.0,34000.0,home_improvement,PA,0.0462,1.0,6.0,0,0
3362,5000.0,1,0.079,A,A4,10.0,37000.0,debt_consolidation,MN,0.12,1.0,15.0,0,0
3364,7500.0,1,0.0662,A,A2,7.0,49000.0,other,WI,0.12539999999999998,1.0,10.0,0,0
3365,14125.0,1,0.1349,C,C1,4.0,60000.0,debt_consolidation,CO,0.24780000000000002,2.0,15.0,0,0
3366,20000.0,1,0.1065,B,B2,10.0,120000.0,credit_card,OK,0.0828,0.0,9.0,0,0
3367,25000.0,0,0.1242,B,B4,10.0,67000.0,debt_consolidation,OR,0.1334,2.0,9.0,0,0
3368,17325.0,0,0.12689999999999999,B,B5,8.0,45000.0,debt_consolidation,NJ,0.2944,1.0,16.0,0,0
3369,14125.0,0,0.1825,D,D5,4.0,45780.0,debt_consolidation,AZ,0.0687,0.0,6.0,0,0
3370,7000.0,1,0.12689999999999999,B,B5,2.0,85000.0,small_business,OK,0.1928,0.0,15.0,0,0
3372,12250.0,1,0.0603,A,A1,8.0,56000.0,debt_consolidation,NJ,0.11939999999999999,0.0,7.0,0,0
3373,5200.0,1,0.08900000000000001,A,A5,10.0,55000.0,credit_card,LA,0.023799999999999998,0.0,6.0,0,0
3374,35000.0,1,0.079,A,A4,9.0,70000.0,debt_consolidation,MI,0.1911,0.0,14.0,0,0
3375,7000.0,1,0.1349,C,C1,10.0,38000.0,debt_consolidation,NY,0.1288,0.0,15.0,0,0
3376,18225.0,0,0.1991,E,E4,7.0,58000.0,credit_card,MO,0.2466,1.0,11.0,0,1
3377,12000.0,0,0.1527,C,C4,4.0,34440.0,debt_consolidation,NM,0.1411,2.0,7.0,0,1
3378,10000.0,1,0.1349,C,C1,3.0,43000.0,credit_card,MN,0.2489,2.0,13.0,0,0
3379,2000.0,1,0.0751,A,A3,5.0,22800.0,home_improvement,SC,0.20679999999999998,0.0,4.0,0,0
3380,17400.0,0,0.2235,F,F5,0.0,211000.0,debt_consolidation,WA,0.1764,0.0,4.0,0,0
3381,6000.0,1,0.0603,A,A1,2.0,62400.0,major_purchase,CA,0.1165,1.0,9.0,0,0
3382,5600.0,1,0.1065,B,B2,0.0,39600.0,small_business,CA,0.1061,0.0,5.0,0,0
3383,6000.0,1,0.09910000000000001,B,B1,4.0,88000.0,home_improvement,CA,0.1495,0.0,5.0,0,0
3384,32000.0,0,0.2274,G,G1,10.0,108000.0,debt_consolidation,MO,0.054400000000000004,0.0,4.0,0,0
3385,6000.0,1,0.0751,A,A3,2.0,72600.0,other,CA,0.156,0.0,9.0,0,0
3386,6000.0,1,0.0603,A,A1,8.0,15000.0,debt_consolidation,NC,0.1304,0.0,9.0,0,0
3387,25000.0,1,0.079,A,A4,9.0,156000.0,debt_consolidation,CA,0.1359,1.0,13.0,0,0
3388,20000.0,0,0.17579999999999998,D,D4,10.0,66000.0,debt_consolidation,KY,0.2231,1.0,8.0,0,1
3389,5000.0,1,0.1427,C,C2,4.0,85000.0,debt_consolidation,CA,0.106,2.0,11.0,0,0
3390,7000.0,1,0.1465,C,C3,6.0,80000.0,credit_card,NJ,0.13470000000000001,1.0,18.0,0,0
3391,5000.0,1,0.1065,B,B2,1.0,34992.0,other,NC,0.0189,0.0,3.0,0,0
3392,15000.0,1,0.1065,B,B2,3.0,44400.0,debt_consolidation,SD,0.19079999999999997,0.0,17.0,0,1
3393,27250.0,1,0.08900000000000001,A,A5,3.0,63200.0,credit_card,FL,0.2341,0.0,12.0,0,0
3394,12000.0,1,0.09910000000000001,B,B1,3.0,65000.0,debt_consolidation,KY,0.1961,0.0,8.0,0,0
3395,4000.0,1,0.0662,A,A2,10.0,47580.0,debt_consolidation,KS,0.0113,1.0,6.0,0,0
3396,24000.0,0,0.12689999999999999,B,B5,10.0,66000.0,debt_consolidation,CA,0.062,1.0,7.0,0,1
3397,14400.0,1,0.12689999999999999,B,B5,6.0,135000.0,debt_consolidation,CA,0.1274,0.0,13.0,0,0
3398,6550.0,1,0.079,A,A4,3.0,29500.0,small_business,WI,0.0765,0.0,3.0,0,0
3399,7000.0,1,0.11710000000000001,B,B3,10.0,60000.0,debt_consolidation,TX,0.061200000000000004,0.0,3.0,0,0
3400,12000.0,0,0.09910000000000001,B,B1,5.0,106320.0,debt_consolidation,HI,0.1653,0.0,10.0,0,0
3401,7500.0,1,0.12689999999999999,B,B5,3.0,40000.0,moving,NJ,0.0144,0.0,6.0,0,0
3402,6250.0,1,0.1727,D,D3,4.0,28000.0,other,OH,0.1376,0.0,2.0,1,1
3403,3000.0,1,0.0662,A,A2,3.0,47000.0,wedding,CO,0.2004,1.0,7.0,0,0
3404,2500.0,1,0.11710000000000001,B,B3,0.0,24000.0,debt_consolidation,UT,0.027999999999999997,2.0,5.0,0,0
3405,3000.0,1,0.1065,B,B2,9.0,71000.0,debt_consolidation,TX,0.1362,0.0,6.0,0,0
3407,4800.0,1,0.08900000000000001,A,A5,8.0,70000.0,home_improvement,CA,0.1003,1.0,6.0,0,1
3408,26000.0,0,0.21280000000000002,F,F2,0.0,52000.0,debt_consolidation,CA,0.18760000000000002,0.0,18.0,0,1
3409,3700.0,1,0.0603,A,A1,2.0,75000.0,debt_consolidation,MA,0.058899999999999994,0.0,8.0,0,0
3410,15000.0,1,0.1864,E,E1,10.0,47000.0,debt_consolidation,NY,0.1376,2.0,9.0,0,0
3411,12000.0,1,0.1065,B,B2,10.0,120000.0,small_business,OK,0.1143,0.0,4.0,0,0
3412,1200.0,1,0.079,A,A4,2.0,20400.0,small_business,PA,0.2271,0.0,12.0,0,0
3413,15000.0,0,0.1677,D,D2,0.0,58000.0,debt_consolidation,NH,0.2208,0.0,11.0,0,1
3415,3000.0,1,0.11710000000000001,B,B3,5.0,46000.0,debt_consolidation,WA,0.07980000000000001,0.0,2.0,1,0
3416,1600.0,1,0.1825,D,D5,0.0,14400.0,debt_consolidation,NC,0.22920000000000001,0.0,9.0,0,0
3417,6000.0,1,0.0751,A,A3,9.0,59000.0,other,KY,0.11,0.0,8.0,0,0
3418,20000.0,0,0.21280000000000002,F,F2,10.0,101657.0,debt_consolidation,NV,0.1124,2.0,18.0,0,1
3419,25000.0,0,0.1825,D,D5,5.0,73000.0,debt_consolidation,FL,0.15039999999999998,1.0,8.0,0,1
3421,3000.0,1,0.17579999999999998,D,D4,10.0,130000.0,medical,NY,0.1258,0.0,9.0,0,0
3422,6600.0,1,0.08900000000000001,A,A5,5.0,64000.0,debt_consolidation,TX,0.2057,3.0,12.0,0,0
3423,14400.0,0,0.1991,E,E4,10.0,160000.0,medical,TX,0.21530000000000002,3.0,18.0,0,0
3424,5200.0,1,0.15960000000000002,C,C5,1.0,30000.0,debt_consolidation,CA,0.11720000000000001,1.0,9.0,0,0
3425,7000.0,1,0.1427,C,C2,1.0,62000.0,medical,MD,0.163,0.0,9.0,0,0
3426,12000.0,1,0.0603,A,A1,4.0,60000.0,debt_consolidation,CA,0.0796,0.0,9.0,0,0
3427,20000.0,0,0.21280000000000002,F,F2,5.0,54000.0,credit_card,NJ,0.17,0.0,9.0,0,1
3429,7200.0,1,0.0603,A,A1,10.0,75000.0,vacation,MO,0.2192,3.0,6.0,0,0
3431,15000.0,1,0.1349,C,C1,5.0,100000.0,debt_consolidation,CA,0.1555,1.0,8.0,0,0
3432,14300.0,0,0.2089,F,F1,1.0,75000.0,debt_consolidation,NY,0.1093,1.0,22.0,0,1
3433,10000.0,1,0.08900000000000001,A,A5,3.0,30000.0,debt_consolidation,CA,0.11800000000000001,0.0,5.0,0,0
3434,6000.0,1,0.09910000000000001,B,B1,3.0,52800.0,credit_card,TX,0.1161,1.0,9.0,0,0
3435,20000.0,0,0.203,E,E5,5.0,80000.0,wedding,FL,0.084,0.0,7.0,0,1
3436,15000.0,1,0.0603,A,A1,10.0,31200.0,wedding,LA,0.1454,0.0,7.0,0,0
3437,29000.0,1,0.0751,A,A3,1.0,67000.0,home_improvement,SC,0.050300000000000004,0.0,8.0,0,0
3438,20800.0,0,0.1065,B,B2,5.0,41000.0,debt_consolidation,CT,0.1466,0.0,7.0,0,0
3439,10000.0,1,0.1427,C,C2,10.0,78000.0,debt_consolidation,MD,0.0452,2.0,7.0,0,1
3441,3600.0,1,0.1242,B,B4,6.0,45000.0,car,NY,0.092,1.0,6.0,0,0
3442,15000.0,0,0.1242,B,B4,5.0,41000.0,debt_consolidation,GA,0.1297,1.0,9.0,0,0
3443,16000.0,0,0.1527,C,C4,3.0,51000.0,debt_consolidation,MO,0.0984,3.0,11.0,0,0
3444,30000.0,1,0.1825,D,D5,7.0,131000.0,debt_consolidation,AZ,0.0911,1.0,7.0,0,0
3445,13575.0,1,0.11710000000000001,B,B3,2.0,60000.0,credit_card,TX,0.0768,0.0,12.0,0,1
3446,10000.0,0,0.17579999999999998,D,D4,4.0,70000.0,debt_consolidation,SC,0.1509,1.0,18.0,0,0
3449,12500.0,1,0.0603,A,A1,2.0,180000.0,other,MA,0.0633,1.0,10.0,0,0
3451,5000.0,1,0.19030000000000002,E,E2,10.0,102240.0,other,HI,0.2261,0.0,12.0,0,0
3452,10000.0,1,0.1427,C,C2,5.0,65000.0,debt_consolidation,NJ,0.1558,0.0,8.0,0,0
3453,3600.0,1,0.1677,D,D2,2.0,47000.0,other,MN,0.2101,2.0,7.0,0,0
3454,10000.0,1,0.1527,C,C4,0.0,30000.0,credit_card,NY,0.1,1.0,8.0,0,1
3455,5200.0,1,0.12689999999999999,B,B5,10.0,55684.0,debt_consolidation,MT,0.2097,1.0,5.0,0,0
3456,18000.0,0,0.1991,E,E4,1.0,45000.0,debt_consolidation,CO,0.192,2.0,10.0,0,1
3457,9600.0,1,0.079,A,A4,1.0,70560.0,credit_card,CA,0.1613,1.0,15.0,0,0
3458,15000.0,0,0.1727,D,D3,1.0,49000.0,debt_consolidation,CA,0.2162,1.0,11.0,0,0
3459,12000.0,1,0.1242,B,B4,8.0,30000.0,debt_consolidation,OR,0.2028,0.0,5.0,1,0
3461,12000.0,0,0.1349,C,C1,10.0,63919.2,wedding,CA,0.0843,0.0,9.0,0,0
3462,6000.0,1,0.0751,A,A3,3.0,38000.0,other,MI,0.1857,2.0,9.0,0,0
3463,10000.0,1,0.0662,A,A2,10.0,45000.0,debt_consolidation,NJ,0.2395,0.0,9.0,0,0
3464,3000.0,0,0.1349,C,C1,3.0,28080.0,car,MD,0.037599999999999995,0.0,3.0,0,0
3465,29275.0,0,0.2167,F,F3,10.0,185000.0,home_improvement,FL,0.0435,0.0,8.0,0,0
3466,35000.0,0,0.1242,B,B4,3.0,125000.0,debt_consolidation,NH,0.10300000000000001,0.0,12.0,0,1
3467,15600.0,0,0.19030000000000002,E,E2,5.0,80000.0,debt_consolidation,CA,0.0588,2.0,8.0,1,1
3468,10000.0,1,0.09910000000000001,B,B1,4.0,21600.0,other,OH,0.1017,2.0,14.0,0,0
3469,6000.0,1,0.09910000000000001,B,B1,10.0,36000.0,debt_consolidation,IL,0.109,0.0,14.0,0,0
3470,4725.0,0,0.1242,B,B4,5.0,37500.0,small_business,FL,0.2566,2.0,10.0,0,0
3471,2000.0,1,0.1065,B,B2,4.0,8400.0,credit_card,PA,0.1843,1.0,9.0,0,0
3472,5400.0,1,0.0603,A,A1,5.0,42000.0,debt_consolidation,TX,0.1734,0.0,6.0,0,0
3473,16000.0,0,0.1825,D,D5,1.0,70000.0,medical,CA,0.12890000000000001,0.0,10.0,0,1
3474,2500.0,1,0.0662,A,A2,2.0,36538.32,house,CA,0.0726,0.0,7.0,0,0
3476,15000.0,1,0.079,A,A4,9.0,90000.0,other,MD,0.09949999999999999,2.0,12.0,0,0
3477,15750.0,1,0.0662,A,A2,3.0,54000.0,medical,IL,0.049800000000000004,1.0,7.0,0,0
3478,4800.0,1,0.08900000000000001,A,A5,6.0,42000.0,debt_consolidation,AL,0.0674,1.0,5.0,0,0
3479,16000.0,1,0.079,A,A4,8.0,70000.0,debt_consolidation,NJ,0.15789999999999998,0.0,10.0,0,0
3480,24000.0,0,0.1991,E,E4,10.0,62000.0,debt_consolidation,CA,0.08380000000000001,1.0,4.0,0,0
3481,15000.0,1,0.1242,B,B4,2.0,180000.0,house,FL,0.0415,3.0,11.0,0,0
3482,28000.0,1,0.079,A,A4,2.0,65000.0,debt_consolidation,NC,0.0679,1.0,20.0,0,0
3483,6000.0,1,0.079,A,A4,3.0,30000.0,debt_consolidation,MA,0.0584,0.0,5.0,0,0
3484,8000.0,1,0.09910000000000001,B,B1,6.0,32000.0,medical,NY,0.0323,0.0,3.0,0,0
3485,20000.0,1,0.1427,C,C2,3.0,234000.0,wedding,CA,0.022000000000000002,1.0,6.0,0,0
3486,3000.0,1,0.08900000000000001,A,A5,10.0,60000.0,home_improvement,IL,0.1638,0.0,7.0,0,0
3487,20000.0,0,0.203,E,E5,10.0,84000.0,credit_card,AZ,0.20199999999999999,1.0,5.0,0,1
3488,16000.0,1,0.17579999999999998,D,D4,3.0,50000.0,debt_consolidation,NC,0.08689999999999999,1.0,8.0,0,0
3489,2000.0,1,0.12689999999999999,B,B5,4.0,24000.0,other,NY,0.188,1.0,7.0,1,1
3490,10000.0,1,0.0662,A,A2,1.0,75000.0,small_business,AL,0.2661,0.0,12.0,0,0
3491,12000.0,0,0.12689999999999999,B,B5,10.0,48000.0,debt_consolidation,OK,0.14429999999999998,5.0,9.0,0,0
3493,35000.0,1,0.11710000000000001,B,B3,3.0,250000.0,small_business,CA,0.041299999999999996,2.0,4.0,0,0
3494,25000.0,0,0.2235,F,F5,8.0,66362.04,debt_consolidation,AK,0.1532,0.0,10.0,0,1
3495,35000.0,0,0.203,E,E5,5.0,82000.0,small_business,FL,0.0915,0.0,4.0,0,1
